"sample_id","Actinomycetaceae","Aerococcus","Aeromonas","Akkermansia","Alcaligenes faecalis et rel.","Allistipes et rel.","Anaerobiospirillum","Anaerofustis","Anaerostipes caccae et rel.","Anaerotruncus colihominis et rel.","Anaerovorax odorimutans et rel.","Aneurinibacillus","Aquabacterium","Asteroleplasma et rel.","Atopobium","Bacillus","Bacteroides fragilis et rel.","Bacteroides intestinalis et rel.","Bacteroides ovatus et rel.","Bacteroides plebeius et rel.","Bacteroides splachnicus et rel.","Bacteroides stercoris et rel.","Bacteroides uniformis et rel.","Bacteroides vulgatus et rel.","Bifidobacterium","Bilophila et rel.","Brachyspira","Bryantella formatexigens et rel.","Bulleidia moorei et rel.","Burkholderia","Butyrivibrio crossotus et rel.","Campylobacter","Catenibacterium mitsuokai et rel.","Clostridium (sensu stricto)","Clostridium cellulosi et rel.","Clostridium colinum et rel.","Clostridium difficile et rel.","Clostridium felsineum et rel.","Clostridium leptum et rel.","Clostridium nexile et rel.","Clostridium orbiscindens et rel.","Clostridium ramosum et rel.","Clostridium sphenoides et rel.","Clostridium stercorarium et rel.","Clostridium symbiosum et rel.","Clostridium thermocellum et rel.","Collinsella","Coprobacillus catenaformis et rel.","Coprococcus eutactus et rel.","Corynebacterium","Desulfovibrio et rel.","Dialister","Dorea formicigenerans et rel.","Eggerthella lenta et rel.","Enterobacter aerogenes et rel.","Enterococcus","Escherichia coli et rel.","Eubacterium biforme et rel.","Eubacterium cylindroides et rel.","Eubacterium hallii et rel.","Eubacterium limosum et rel.","Eubacterium rectale et rel.","Eubacterium siraeum et rel.","Eubacterium ventriosum et rel.","Faecalibacterium prausnitzii et rel.","Fusobacteria","Gemella","Granulicatella","Haemophilus","Helicobacter","Klebisiella pneumoniae et rel.","Lachnobacillus bovis et rel.","Lachnospira pectinoschiza et rel.","Lactobacillus catenaformis et rel.","Lactobacillus gasseri et rel.","Lactobacillus plantarum et rel.","Lactobacillus salivarius et rel.","Lactococcus","Leminorella","Megamonas hypermegale et rel.","Megasphaera elsdenii et rel.","Methylobacterium","Micrococcaceae","Mitsuokella multiacida et rel.","Moraxellaceae","Novosphingobium","Oceanospirillum","Oscillospira guillermondii et rel.","Outgrouping clostridium cluster XIVa","Oxalobacter formigenes et rel.","Papillibacter cinnamivorans et rel.","Parabacteroides distasonis et rel.","Peptococcus niger et rel.","Peptostreptococcus anaerobius et rel.","Peptostreptococcus micros et rel.","Phascolarctobacterium faecium et rel.","Prevotella melaninogenica et rel.","Prevotella oralis et rel.","Prevotella ruminicola et rel.","Prevotella tannerae et rel.","Propionibacterium","Proteus et rel.","Pseudomonas","Roseburia intestinalis et rel.","Ruminococcus bromii et rel.","Ruminococcus callidus et rel.","Ruminococcus gnavus et rel.","Ruminococcus lactaris et rel.","Ruminococcus obeum et rel.","Serratia","Sporobacter termitidis et rel.","Staphylococcus","Streptococcus bovis et rel.","Streptococcus intermedius et rel.","Streptococcus mitis et rel.","Subdoligranulum variable at rel.","Sutterella wadsworthia et rel.","Tannerella et rel.","Uncultured Bacteroidetes","Uncultured Chroococcales","Uncultured Clostridiales I","Uncultured Clostridiales II","Uncultured Mollicutes","Uncultured Selenomonadaceae","Veillonella","Vibrio","Weissella et rel.","Wissella et rel.","Xanthomonadaceae","Yersinia et rel."
"Sample-227",0,0,0,35,2,92,0,0,173,9,19,0,0,0,1,1,47,1,26,19,15,12,32,311,39,1,0,221,2,0,335,5,1,19,33,32,28,0,42,69,260,3,70,25,123,0,12,4,372,1,2,3,211,4,6,4,8,11,3,75,1,118,2,108,812,5,0,0,0,2,3,163,218,0,8,12,1,1,0,1,4,0,0,1,0,0,2,111,111,3,60,16,2,0,3,12,13,4,1,5,2,5,0,45,6,55,170,5,697,0,47,0,111,4,36,160,11,14,0,0,21,20,9,0,2,2,1,0,0,2
"Sample-228",0,0,0,10,1,21,0,0,107,14,15,0,0,0,0,1,10,0,8,5,10,5,3,43,100,1,0,90,2,0,125,4,1,16,214,7,13,0,134,38,189,4,49,30,91,0,39,7,99,1,2,2,146,24,5,3,7,10,2,80,1,51,3,28,1238,5,0,0,0,2,3,54,81,0,7,10,1,1,0,1,2,0,0,1,0,0,1,343,88,4,48,8,3,0,2,4,11,3,0,3,1,4,0,11,43,152,75,17,257,0,264,0,66,3,16,513,6,6,0,0,113,102,8,0,1,2,1,0,0,1
"Sample-229",0,0,0,18,1,18,0,0,52,19,13,0,0,0,0,1,8,0,6,5,10,3,2,26,89,1,0,131,2,0,127,4,2,36,345,9,67,0,172,63,121,3,62,36,116,0,41,2,114,1,2,211,136,15,5,3,7,8,2,48,1,14,4,147,1263,4,0,0,0,2,3,67,71,0,7,11,2,1,0,1,3,0,0,1,0,0,1,180,67,6,16,8,2,0,2,6,26,6,0,2,1,4,0,13,85,617,51,58,355,0,248,0,13,2,7,2075,5,6,0,0,19,93,7,0,2,2,1,0,0,1
"Sample-230",0,0,0,27,1,198,0,0,273,46,21,0,0,0,0,1,73,2,62,38,31,27,121,903,213,1,0,203,2,0,321,4,0,23,1544,6,50,0,454,147,238,3,242,42,232,0,24,5,311,1,2,172,258,6,6,3,8,20,2,119,1,158,4,259,3243,4,0,0,0,2,4,163,180,0,7,15,1,12,0,1,3,0,0,1,0,0,1,1255,77,3,50,60,3,0,2,4,21,6,1,22,1,4,0,113,226,160,55,20,858,0,441,0,40,3,13,676,8,22,0,0,57,428,44,1,12,2,3,0,0,1
"Sample-231",0,0,0,75,1,12,0,0,72,10,25,0,0,0,1,1,8,0,6,4,9,3,1,17,88,1,0,41,2,0,134,4,0,17,738,5,40,0,447,31,111,2,46,19,52,0,29,3,123,1,2,8,107,4,5,4,7,4,2,33,1,15,4,22,156,5,0,0,0,2,3,32,47,0,7,16,1,1,0,1,20,0,0,1,0,0,2,53,63,9,363,6,2,0,2,4,11,3,0,2,2,4,0,10,387,49,21,3,385,0,309,0,122,4,32,1300,6,5,0,0,34,41,8,1,2,2,1,0,0,2
"Sample-232",1,0,0,34,2,41,0,0,262,12,8,0,0,0,1,1,12,0,11,20,13,6,12,82,52,1,0,94,2,0,66,5,1,19,39,24,14,0,61,23,117,3,100,33,141,0,9,5,166,1,3,55,159,4,6,4,9,9,3,78,1,57,2,153,1299,6,0,0,0,3,4,22,154,0,8,12,1,1,0,1,4,0,0,1,0,0,2,130,358,3,46,11,2,0,3,5,13,4,1,4,1,5,1,11,7,33,38,9,568,0,80,1,39,3,12,415,8,10,0,0,23,39,9,0,9,2,2,0,0,2
"Sample-233",1,0,0,41,4,149,0,1,376,38,31,0,0,0,1,1,71,6,16,17,24,17,36,356,62,1,0,167,2,0,300,5,1,26,231,57,29,0,399,74,316,3,122,58,236,0,20,4,333,1,3,206,261,11,7,5,9,36,3,196,2,137,18,54,3645,6,0,0,0,3,4,153,297,0,11,13,2,2,0,1,4,0,0,1,0,0,2,1440,129,25,131,45,3,0,3,12,13,4,1,11,1,5,1,50,226,484,52,140,1068,0,578,1,145,5,39,828,12,29,1,6,267,26,11,1,5,2,2,0,1,2
"Sample-234",0,0,0,23,1,14,0,0,256,16,32,0,0,0,1,1,11,0,6,5,10,3,2,37,157,1,0,217,2,0,337,4,0,89,160,39,120,0,168,622,383,3,151,40,288,0,39,4,347,1,2,78,419,14,6,4,9,22,2,134,1,49,3,33,503,5,0,0,0,2,3,73,194,0,8,10,1,21,0,2,3,0,0,1,0,0,1,259,355,3,130,8,18,0,2,4,24,4,0,3,1,4,0,48,4,99,146,17,1114,0,117,0,385,6,85,536,7,6,0,0,23,75,8,0,4,2,7,1,0,2
"Sample-235",0,0,0,12,1,73,0,0,257,10,42,0,0,0,0,1,12,0,12,15,15,6,10,66,115,1,0,122,2,0,342,4,0,15,99,62,27,0,68,165,174,3,67,27,168,0,37,4,423,1,2,124,351,5,5,3,7,52,2,155,1,126,1,16,1067,4,0,0,0,2,3,68,357,0,7,9,1,30,0,1,3,0,0,1,0,0,2,240,64,2,105,19,2,0,2,4,12,8,0,3,1,4,0,25,2,107,34,64,1044,0,69,0,201,7,57,333,6,10,2,0,20,31,8,0,2,2,1,0,0,1
"Sample-236",0,0,0,34,2,81,0,0,146,8,18,0,0,0,0,1,171,2,124,31,37,22,313,1179,139,1,0,30,2,0,283,4,1,23,928,6,22,0,347,42,189,4,112,41,127,0,3,6,152,1,2,3,174,7,6,4,7,3,3,173,1,68,2,410,1146,5,0,0,0,2,3,128,45,0,11,11,1,1,0,1,4,0,0,1,0,0,2,65,60,9,74,18,2,0,2,14,16,7,1,19,1,4,0,72,81,23,29,5,1313,0,151,0,206,5,53,486,42,18,0,0,19,18,8,0,10,2,1,0,0,2
"Sample-237",0,0,0,44,2,328,0,0,107,20,36,0,0,0,1,1,46,4,47,26,21,15,43,203,87,1,0,87,2,0,213,4,0,23,1054,9,31,0,501,102,360,2,179,10,146,0,6,2,167,1,2,934,237,4,5,3,7,110,2,61,1,41,3,39,887,4,0,0,0,2,3,40,499,0,7,11,2,6,0,1,3,0,0,1,0,0,1,1362,38,30,26,29,3,0,2,4,11,4,1,8,1,4,0,34,70,101,20,17,834,0,1290,0,39,3,14,1969,30,36,1,0,17,122,8,7,5,2,1,0,0,2
"Sample-238",0,0,0,10,1,42,0,0,143,9,16,0,0,0,0,1,20,2,12,10,12,5,21,79,64,1,0,43,2,0,242,3,0,14,32,11,17,0,40,217,216,3,156,22,188,0,82,5,191,1,2,16,179,15,4,3,6,9,2,94,1,48,1,150,578,8,0,0,0,2,3,40,86,0,6,9,1,1,0,1,2,0,0,1,0,0,1,55,67,2,47,17,1,0,2,3,13,3,0,3,1,3,0,36,1,33,148,9,967,0,40,0,17,3,6,291,5,14,0,0,19,33,7,0,1,2,1,0,0,1
"Sample-239",0,0,0,94,2,23,0,0,114,77,37,0,0,0,0,1,18,1,20,7,14,5,4,65,24,1,0,45,2,0,160,4,11,17,229,24,13,0,62,38,174,2,60,18,180,0,9,3,159,1,3,4,125,6,5,4,8,7,2,34,1,20,12,12,1708,5,0,0,0,2,3,50,66,1,7,11,1,1,0,1,21,0,0,1,0,0,2,1121,43,9,31,21,4,0,2,12,592,92,1,5,1,4,0,8,58,110,32,10,205,0,348,0,12,3,8,452,7,9,0,0,23,305,9,0,2,2,1,0,0,2
"Sample-240",0,0,0,28,2,139,0,0,85,44,25,0,1,0,0,1,26,25,23,24,17,8,30,359,67,1,0,310,2,0,390,4,0,39,555,38,42,0,1538,81,503,2,138,47,377,0,23,3,95,1,2,3,202,10,7,29,8,19,2,99,1,31,17,33,2104,4,0,0,0,2,3,73,135,0,7,16,2,1,0,1,3,0,0,1,0,0,5,3558,74,23,130,66,21,0,2,68,23,7,0,22,1,4,0,18,47,418,43,17,331,0,1128,0,80,4,24,1038,35,26,1,0,26,479,8,0,3,3,3,0,0,1
"Sample-241",0,0,0,18,1,135,0,0,61,11,12,0,0,0,0,1,73,1,34,16,16,6,15,349,130,1,0,105,2,0,178,4,0,18,27,24,14,0,43,39,79,3,57,29,154,0,31,3,119,1,2,161,96,4,5,3,7,6,2,51,1,31,3,16,2125,4,0,0,0,2,3,36,54,0,7,10,1,1,0,39,16,0,0,1,0,0,1,160,80,3,24,27,2,0,2,4,2665,511,1,9,1,4,0,16,97,167,59,7,322,0,116,0,20,3,10,1757,6,12,2,0,32,75,8,0,3,2,1,0,0,1
"Sample-242",0,0,0,35,1,187,0,0,116,13,36,0,0,0,0,1,101,49,16,13,20,7,35,85,66,1,0,81,2,0,181,3,0,20,31,12,16,0,36,239,202,3,185,29,260,0,58,4,290,1,2,5,271,7,6,3,7,18,2,152,1,97,2,490,2382,4,0,0,0,2,3,32,146,0,7,11,1,1,0,1,2,0,0,1,0,0,2,195,182,3,45,55,2,0,2,20,9,4,0,16,1,4,0,50,4,205,140,11,1671,0,75,0,27,4,14,655,9,15,0,0,95,43,7,0,2,2,1,0,0,1
"Sample-243",0,0,0,23,1,32,0,0,248,9,14,0,0,0,0,1,24,12,18,5,11,3,1,508,113,1,0,75,2,0,313,3,1,14,95,5,16,0,160,185,158,4,371,26,201,0,19,7,301,1,2,15,222,4,8,3,9,24,2,101,1,293,2,32,1496,4,0,0,0,2,7,177,198,0,6,14,1,9,0,1,2,0,0,1,0,0,1,60,69,7,30,8,2,0,2,3,9,3,0,11,1,3,0,72,101,279,124,6,383,0,117,0,87,6,34,488,5,8,0,0,16,15,7,0,2,1,1,0,0,2
"Sample-244",0,0,0,69,1,16,0,0,334,6,8,0,0,0,0,1,14,0,7,5,9,3,5,39,370,1,0,143,1,0,168,3,0,13,131,5,24,0,220,190,36,3,157,14,192,0,2,6,1090,1,2,41,368,4,7,3,6,12,2,74,1,151,1,136,785,4,0,0,0,2,3,27,131,0,6,10,1,1,0,1,2,0,0,1,0,0,1,27,209,15,46,9,1,0,2,3,9,3,0,2,1,3,0,44,386,10,127,23,1451,0,141,0,27,3,10,266,13,5,0,0,15,14,7,0,2,1,1,0,1,1
"Sample-245",0,0,0,40,1,38,0,0,355,12,17,0,0,0,0,1,66,1,54,17,14,7,49,926,236,1,0,120,1,0,205,3,0,19,37,5,122,0,36,278,106,3,136,68,208,0,22,5,910,1,2,14,285,8,6,3,7,3,2,108,1,71,5,139,2559,4,0,0,0,2,3,35,142,0,6,10,1,2,0,1,3,0,0,1,0,0,1,124,200,4,142,17,2,0,2,3,12,5,1,23,1,3,0,54,179,513,95,63,972,0,95,0,158,8,65,618,10,11,0,0,16,203,7,0,14,2,4,0,0,1
"Sample-246",0,0,0,101,1,230,0,0,90,9,21,0,0,0,0,1,77,5,108,37,33,44,69,1868,369,1,0,106,3,0,223,3,1,35,242,12,52,0,381,187,202,11,118,73,240,0,65,31,955,1,2,2,680,9,8,3,7,216,2,96,1,31,4,178,2221,4,0,0,0,2,4,64,34,0,11,14,52,1,0,1,6,0,0,1,0,0,1,94,124,17,96,49,2,0,2,6,12,8,1,49,1,4,0,49,486,57,138,222,1150,0,228,0,70,7,38,1097,15,38,0,0,29,98,7,0,2,3,1,1,1,1
"Sample-247",2,0,0,22,2,58,0,0,307,20,29,0,0,0,1,2,31,4,28,18,18,15,49,1047,1605,2,0,153,3,0,183,5,5,37,285,18,41,0,48,126,118,3,170,62,300,0,62,4,535,2,4,4,246,11,11,5,12,81,2,30,2,43,5,199,2720,6,0,0,0,3,6,111,433,0,10,16,1,2,0,1,4,0,0,2,0,0,2,359,129,9,107,45,12,0,3,9,678,145,2,19,2,7,1,33,341,199,76,61,939,0,209,1,45,4,19,707,11,20,0,0,505,318,27,0,2,6,2,0,1,3
"Sample-248",1,0,0,47,4,283,0,0,102,23,15,0,0,0,1,3,39,16,25,38,33,26,107,432,294,3,1,41,4,1,73,6,1,35,117,18,26,0,120,43,264,4,57,8,140,0,29,5,187,2,4,5,75,9,10,33,14,18,4,32,2,18,7,160,336,8,0,0,1,4,5,23,145,1,11,17,3,2,0,2,5,0,0,2,1,0,3,388,66,12,32,42,6,0,4,14,26,12,2,25,2,8,1,9,100,34,31,29,154,0,157,1,21,4,10,167,13,20,3,0,86,72,38,0,5,4,2,0,1,3
"Sample-249",1,0,0,48,2,132,0,0,214,26,12,0,0,0,1,2,87,2,55,31,24,16,122,636,185,2,1,247,2,0,572,5,1,19,59,20,17,0,264,155,206,4,124,16,309,0,27,6,1071,1,3,4,217,5,10,5,10,19,3,51,2,71,12,247,1682,6,0,0,0,3,4,65,190,0,9,13,1,7,0,1,3,0,0,1,0,0,2,340,355,15,41,18,3,0,3,9,16,8,1,19,2,5,1,34,23,120,155,15,1149,0,131,1,55,4,25,251,22,22,0,3,76,90,15,0,4,3,1,1,1,2
"Sample-250",1,0,0,8,2,16,0,0,146,13,14,0,0,0,1,1,26,0,16,8,12,5,6,91,307,1,0,109,2,0,136,4,12,17,106,9,13,0,20,122,64,3,107,5,215,0,78,6,187,1,3,5,212,9,8,4,8,21,2,35,1,58,2,27,1098,5,0,0,0,2,4,43,144,0,7,12,1,1,0,1,10,0,0,8,0,0,2,147,158,4,44,13,2,0,2,9,11197,1746,2,5,1,5,0,16,13,40,62,71,441,0,46,0,46,4,31,84,12,8,0,0,38,36,10,0,5,4,1,0,1,2
"Sample-251",0,0,0,10,2,148,0,0,307,9,6,0,0,0,0,1,66,3,44,436,24,16,23,646,214,1,0,311,2,0,149,4,1,18,16,23,21,0,15,52,35,3,140,18,384,0,3,7,1071,1,3,3,282,3,7,5,8,4,2,49,1,47,2,208,1561,5,0,0,0,2,3,151,168,0,7,11,1,1,0,1,3,0,0,1,0,0,2,47,465,3,60,50,2,0,2,18,13,5,1,24,1,5,0,11,2,139,62,149,1249,0,32,0,17,3,8,62,19,19,31,0,39,17,9,0,3,2,2,0,0,2
"Sample-252",1,0,0,62,2,94,0,0,218,19,29,0,0,0,1,1,21,8,24,22,18,10,60,387,547,1,0,376,2,1,147,5,1,20,140,10,30,0,258,68,242,5,63,23,251,0,155,8,435,1,3,3,170,8,7,4,9,32,3,132,1,27,9,220,1617,5,0,0,0,3,4,41,203,0,8,12,1,1,0,1,3,0,0,1,0,0,2,304,82,15,21,50,4,0,2,12,14,5,1,12,2,5,0,16,49,179,54,9,1045,0,224,1,303,6,92,662,20,17,0,1,432,94,13,0,5,3,1,0,1,2
"Sample-253",1,0,0,25,2,49,0,0,301,11,7,0,0,0,1,2,49,0,26,5,16,4,1,25,326,1,1,134,2,1,91,5,1,29,87,20,26,0,159,30,146,9,152,56,142,0,4,9,156,1,3,60,123,7,9,5,9,16,3,136,2,50,2,39,2105,6,0,0,0,3,4,65,99,0,9,13,1,4,0,1,4,0,0,1,1,0,2,60,417,10,71,16,2,0,3,5,13,4,1,3,1,5,1,35,32,172,59,26,742,0,215,1,27,4,9,388,9,8,0,0,48,21,10,0,4,3,2,0,2,2
"Sample-254",0,0,0,21,1,142,0,0,463,12,8,0,0,0,0,1,42,27,40,32,24,9,31,881,15,1,0,163,1,0,280,3,0,15,47,7,19,0,33,134,143,2,171,6,318,0,3,3,527,1,2,2,160,2,7,3,10,6,2,91,1,103,2,19,2034,4,0,0,0,2,4,49,106,0,6,17,1,1,0,1,2,0,0,1,0,0,1,318,278,4,60,38,1,0,2,9,48,15,1,49,1,3,0,24,41,470,82,42,916,0,137,0,224,5,59,467,40,28,0,0,57,48,8,0,27,1,1,0,0,1
"Sample-255",0,0,0,48,1,12,0,0,76,17,20,0,0,0,0,1,7,0,6,4,8,3,1,21,92,1,0,92,3,0,82,4,15,17,980,13,12,0,534,112,227,2,178,8,177,0,4,3,317,1,2,7,131,4,7,3,8,42,2,96,1,58,4,38,335,4,0,0,0,2,3,19,87,0,6,10,1,2,0,1,5,0,0,1,0,0,1,760,43,12,24,8,3,0,2,4,14,4,0,2,3,5,0,20,235,172,29,7,667,0,806,0,32,3,11,595,5,5,0,0,1860,381,14,0,1,2,1,0,0,1
"Sample-256",1,0,0,23,1,209,0,0,347,13,9,0,0,0,0,1,46,18,54,44,34,11,50,1226,22,1,0,285,2,0,297,4,1,21,87,18,66,0,32,143,228,4,154,10,281,0,13,7,606,1,2,3,187,3,6,3,7,5,2,155,1,95,2,33,2587,4,0,0,0,2,3,96,266,0,10,34,1,1,0,1,3,0,0,1,0,0,1,256,371,4,42,38,2,0,2,11,44,18,1,47,1,4,0,24,118,670,104,56,1106,0,118,0,403,8,92,338,57,30,0,0,55,31,10,0,83,2,1,0,0,1
"Sample-257",1,0,0,29,2,240,0,0,367,23,13,0,0,0,1,1,45,17,46,48,29,12,65,1026,21,1,0,297,2,0,596,4,1,19,189,11,29,0,167,103,232,5,228,12,356,0,16,9,681,1,3,3,198,4,7,4,9,7,3,180,2,137,3,45,4102,5,0,0,0,2,4,111,149,0,8,19,1,1,0,1,4,0,0,1,0,0,2,1009,542,9,134,55,3,0,2,9,31,13,1,34,1,5,0,72,155,710,81,61,1162,0,383,0,47,4,20,648,29,35,1,2,234,136,19,0,37,2,1,0,0,2
"Sample-258",0,0,0,24,2,180,0,0,371,19,12,0,0,0,0,1,36,13,37,38,25,11,50,674,19,1,0,246,2,0,561,4,1,18,202,11,26,0,188,110,219,5,195,12,317,0,15,7,619,1,2,3,180,3,6,4,8,6,2,175,1,118,2,43,3330,5,0,0,0,2,3,101,151,0,8,18,1,1,0,1,3,0,0,1,0,0,2,851,489,8,119,37,2,0,2,8,22,9,1,25,1,4,0,63,141,739,69,47,1110,0,373,0,50,4,19,509,23,25,1,2,210,116,15,0,26,2,1,0,0,2
"Sample-259",0,0,0,89,1,85,0,0,404,17,12,0,0,0,0,1,37,6,36,23,19,10,63,323,102,1,0,286,2,0,246,4,0,16,104,28,17,0,107,183,117,3,172,15,475,0,13,4,543,1,2,2,241,3,6,3,7,9,2,126,1,85,10,197,1984,4,0,0,0,2,3,126,195,0,6,10,1,1,0,1,3,0,0,1,0,0,1,525,102,8,57,37,2,0,2,10,12,5,1,13,1,4,0,130,60,183,93,11,800,0,211,0,86,5,35,402,24,16,0,0,736,277,8,0,3,1,1,0,0,1
"Sample-260",1,0,0,23,2,117,0,0,686,13,8,0,0,0,1,2,10,0,8,6,16,5,1,42,113,2,1,215,2,1,80,6,1,33,57,8,44,0,123,25,159,6,112,82,297,0,6,6,121,2,3,29,117,8,8,6,10,21,3,165,2,43,3,53,2387,7,0,0,1,3,5,116,137,1,10,15,2,2,0,2,5,0,0,2,1,0,2,64,513,7,52,30,3,0,3,6,15,5,1,4,2,6,1,49,26,184,87,26,1039,0,183,1,33,5,14,570,9,12,0,0,41,23,12,0,5,3,2,0,1,3
"Sample-261",0,0,0,52,1,120,0,0,109,10,9,0,0,0,0,1,75,19,72,34,19,38,118,1383,40,1,0,261,2,0,122,4,0,21,83,18,21,0,168,136,140,3,127,28,124,0,4,4,645,1,2,3,193,3,6,3,7,6,2,105,1,126,3,148,2411,4,0,0,0,2,3,45,83,0,7,10,1,2,0,1,3,0,0,1,0,0,3,187,41,12,29,131,2,0,2,21,12,7,1,39,1,4,0,182,159,107,76,59,639,0,124,0,36,3,14,640,10,31,0,0,52,43,7,0,3,2,1,0,0,1
"Sample-262",0,0,0,37,1,197,0,0,520,12,10,0,0,0,0,1,294,16,228,52,42,59,226,2990,25,1,0,559,2,0,393,4,1,16,116,10,15,0,118,126,145,5,207,37,649,0,6,8,535,1,2,319,252,3,8,4,7,21,2,172,1,174,8,239,3412,5,0,0,0,2,4,312,274,0,63,14,1,1,0,1,3,0,0,1,0,0,1,288,210,7,96,177,2,0,2,4,281,13,2,44,1,4,0,137,212,219,91,276,1037,0,232,0,64,3,21,400,31,67,1,0,504,25,8,2,3,2,2,0,1,2
"Sample-263",0,0,0,50,1,183,0,0,594,10,10,0,0,0,0,1,264,14,215,51,38,35,160,3046,31,1,0,416,2,0,234,4,0,15,77,8,15,0,64,158,138,4,230,31,451,0,4,7,920,1,2,142,255,3,9,3,7,14,2,115,1,152,6,187,2614,4,0,0,0,2,4,185,255,0,137,13,1,2,0,1,3,0,0,1,0,0,1,225,254,8,93,199,2,0,2,4,234,13,2,65,1,4,0,111,177,186,110,377,1547,0,160,0,88,3,30,324,24,70,1,0,449,21,8,1,3,2,2,1,2,2
"Sample-264",0,0,0,38,1,23,0,0,157,10,14,0,0,0,0,1,12,1,11,6,10,6,5,73,50,1,0,166,2,0,140,3,1,22,1507,14,22,0,69,194,387,6,300,30,648,0,7,10,995,1,2,3,266,4,7,3,7,7,2,145,1,92,2,368,2372,4,0,0,0,2,3,53,146,0,17,12,1,1,0,1,3,0,0,1,0,0,1,200,398,4,60,10,2,0,2,9,13,3,0,3,1,3,0,35,3,253,131,30,1108,0,177,0,606,7,131,775,11,6,0,0,17,19,7,0,2,2,1,0,0,1
"Sample-265",1,0,0,46,2,223,0,0,244,18,37,0,0,0,1,1,30,9,44,41,28,18,201,689,468,2,0,187,2,2,146,4,1,20,229,8,33,0,197,50,204,6,59,28,304,0,135,10,323,1,3,3,157,9,7,4,8,40,2,205,1,19,7,148,1247,5,0,0,0,2,3,57,251,0,8,11,1,1,0,1,3,0,0,1,0,0,2,622,71,9,40,77,4,0,2,11,17,7,1,21,2,5,0,15,29,140,75,8,766,0,375,1,56,4,24,283,30,24,1,0,311,118,11,0,3,3,1,0,1,2
"Sample-266",1,0,0,25,2,36,0,1,699,9,6,0,0,0,0,1,7,0,6,4,11,3,1,21,122,1,0,264,2,0,86,4,0,19,35,6,27,0,57,23,114,6,152,68,265,0,4,6,152,1,2,15,130,5,6,4,8,24,2,156,1,29,2,54,2181,5,0,0,0,2,3,110,164,0,7,11,1,1,0,1,3,0,0,1,0,0,2,24,644,5,55,13,2,0,2,4,11,3,0,2,1,4,0,47,14,149,125,23,1151,0,48,0,26,4,11,677,7,6,0,0,25,17,9,0,5,2,1,0,0,2
"Sample-267",1,0,0,34,2,40,0,0,456,11,7,0,0,0,0,2,8,0,6,4,12,3,1,17,193,1,0,180,2,1,106,5,1,23,87,7,50,0,209,25,172,7,137,51,216,0,4,8,131,1,3,74,126,7,7,4,9,17,3,177,2,37,2,44,2399,5,0,0,0,3,4,69,95,1,10,13,1,2,0,1,4,0,0,1,0,0,2,41,377,13,45,14,2,0,3,4,12,4,1,2,1,5,0,32,50,184,65,37,870,0,180,1,84,4,28,637,9,6,0,0,38,19,10,0,5,2,2,0,1,2
"Sample-268",1,0,0,23,2,167,0,0,360,23,24,0,0,0,1,2,39,28,30,46,32,32,108,906,58,2,1,105,2,1,221,5,1,30,108,8,38,0,62,87,483,5,79,28,367,0,47,8,431,1,3,4,133,6,7,5,9,5,3,326,2,57,4,23,1274,6,0,0,0,3,4,75,50,0,29,26,1,1,0,1,3,0,0,1,0,0,2,457,203,24,88,41,5,0,3,9,25,11,1,32,2,5,0,46,35,159,30,96,1317,0,646,1,368,6,94,660,82,31,1,0,40,65,10,0,19,3,1,0,1,2
"Sample-269",2,0,0,34,3,167,0,1,571,26,25,0,1,0,2,2,44,18,37,53,34,40,151,1045,173,2,1,210,3,2,235,7,2,130,188,9,138,0,80,77,313,7,175,43,451,0,139,11,589,2,4,5,166,8,9,7,12,12,4,212,2,67,4,30,2025,7,0,0,1,4,5,127,82,1,12,32,2,2,0,2,5,0,0,2,1,0,3,279,193,25,159,49,4,0,4,16,40,13,1,35,3,6,1,77,52,285,25,125,1014,0,235,1,304,8,85,1453,121,37,1,0,73,70,13,0,33,4,2,0,2,3
"Sample-270",1,0,0,24,2,230,0,1,511,21,21,0,0,0,1,2,37,22,34,62,46,17,74,1292,65,1,1,145,2,2,354,5,1,57,81,8,70,0,43,81,309,7,98,29,405,0,58,9,433,1,3,4,193,6,7,5,9,9,3,260,2,78,3,26,1584,6,0,0,1,3,4,103,71,1,10,20,1,3,0,1,4,0,0,1,1,0,3,286,219,11,66,52,3,0,3,13,27,11,1,35,2,5,1,41,146,292,29,126,1716,0,229,1,290,5,70,1143,111,38,1,0,50,86,10,0,8,3,2,0,1,2
"Sample-271",0,0,0,15,2,119,0,0,164,22,21,0,1,0,0,1,24,2,14,23,14,7,29,220,65,1,0,72,2,3,88,3,0,17,204,15,28,0,80,102,263,2,95,7,260,0,8,2,244,1,2,64,173,3,6,3,7,3,2,72,1,39,3,22,206,4,0,0,0,2,3,31,58,0,6,11,1,1,0,1,2,0,0,1,0,0,1,976,50,17,56,25,2,0,2,4,467,80,0,11,1,4,0,18,27,18,17,30,1017,0,842,0,75,3,27,234,21,14,1,0,860,31,7,0,6,2,1,0,1,1
